title,authors,abstract,bib_handle,bib_note,url,jel,year,journal
Do index insurance programs live up to their promises? Aggregating evidence from multiple experiments,"Castaing, Pauline & Gazeaud, Jules","Despite limited uptake, index insurance is often seen as one of the most remarkable innovations of the past decades to help smallholder farmers manage risks and boost their productive investments. In this paper, we use a Bayesian hierarchical model to aggregate evidence from eight experiments and assess the external validity of their results. We find that interventions expanding access to index insurance increase productive investments by 0.06–0.11 SD on average (equivalent to 8%–16% of the control mean). Heterogeneity in treatment effects across studies is high but imprecisely estimated, and controlling for basic, pre-registered household characteristics has no impact on these estimates. Effects on those who take up index insurance are larger but even more heterogeneous. We conclude that the existing evidence base offers limited insights to predict effects in new settings, and that policymakers should be cautious before investing in the widespread promotion of index insurance.",eee:deveco:v:175:y:2025:i:c:s0304387825000525,10.1016/j.jdeveco.2025.103501,http://www.sciencedirect.com/science/article/pii/S0304387825000525,O12&Q12&C11&G22,2025,jde
Climate change response: Input adjustment in agriculture,"Figari, Sebastián","How do farmers respond to climate change? Using data from hundreds of thousands of farms and analyzing medium-term fluctuations in temperature and precipitation in Chile, this study examines factor adjustment as a mechanism to mitigate the effects of climate change. The findings indicate that extreme heat leads to land reallocation from fruit production to cereal and forestry varieties. While this adaptation strategy helps sustain agricultural output, it also leads to job losses and a decline in physical capital within the agricultural sector. This result arises because the fruit sector is the most labor-intensive within agriculture, and as a result, displaced workers struggle to find reemployment within the sector. Additionally, I document a strong relationship between wildfires and extreme heat, particularly in municipalities specializing in forestry.",eee:deveco:v:175:y:2025:i:c:s0304387825000239,10.1016/j.jdeveco.2025.103472,http://www.sciencedirect.com/science/article/pii/S0304387825000239,,2025,jde
Missing repayments on haze days: Evidence from China,"Li, Jianwen & Li, Keyang & Ren, Yuan","This study examines the impact of air pollution on a universal financial decision that is cognitively less demanding. Based on 281,314 repayment records from a leading P2P lending platform in China, we find that borrowers are more likely to miss their repayments when the scheduled repayment days witness heavier air pollution. A deterioration of air quality from “excellent” to “severely polluted” is associated with an instantaneous and transitory increase in delinquency rate by 143.3 basis points (11.3%). Instrumental variable estimates based on pollution transport via wind or thermal inversion show similar results. Our findings are consistent with air pollution prompting borrowers to forget their repayment obligations, which do not indicate financial distress. However, pollution-induced delinquencies reduce borrowers’ credit ratings and success rates of future loan applications, with the effect being as large as that due to delinquencies unlikely to be driven by pollution, implying a misallocation of credit.",eee:deveco:v:175:y:2025:i:c:s0304387825000422,10.1016/j.jdeveco.2025.103491,http://www.sciencedirect.com/science/article/pii/S0304387825000422,Q53&D14&Q51&G23&G40&G51,2025,jde
Who benefits from job training programs? Evidence from a high-dosage program in Brazil,"Da Mata, Daniel & Oliveira, Rodrigo & Silva, Diana","Using admission lotteries and registry data linking labor market outcomes, we study the short- and medium-term effects of a vocational training program focused on disadvantaged individuals in Brazil. The intensive program is an 18-month classroom training coupled with a 6-month on-the-job training provided by government-sponsored training centers. When assessing the impacts on 15,000 winners and 200,000 nonwinners who graduated in different business cycle moments, we show that female students fare better than their male counterparts. Results are driven by courses in services. Investigating outcomes beyond employment and earnings, we find no effects on entrepreneurship or university admission.",eee:deveco:v:175:y:2025:i:c:s0304387825000276,10.1016/j.jdeveco.2025.103476,http://www.sciencedirect.com/science/article/pii/S0304387825000276,I26&L26&J24&I28,2025,jde
The impact of COVID-19 on formal firms: Lessons from administrative tax data,"Bachas, Pierre & Brockmeyer, Anne & Garriga, Pablo & Semelet, Camille","Most low-income countries lack high-frequency firm-level data to monitor the effect of economic shocks in real time. We examine whether administrative tax data can help fill this gap, in the context of the COVID-19 pandemic. In spring 2020, we used the full population of corporate tax returns for 2019 in six developing countries to predict the effect of COVID-induced shocks on formal firms’ activity. Comparing the predictions to the realized 2020 data, we find that firms were more resilient than predicted: the share of unprofitable firms increased by only 7 percentage points, while aggregate profits and taxes paid remained stable. The simulations failed to anticipate that labor and capital inputs would flexibly adjust and that large firms would be very resilient. Complementing our simulations with higher-frequency VAT data would have markedly improved predictions.",eee:deveco:v:175:y:2025:i:c:s0304387825000124,10.1016/j.jdeveco.2025.103461,http://www.sciencedirect.com/science/article/pii/S0304387825000124,H32&H25&O12&H61,2025,jde
Does perceived labor market competition increase prejudice between refugees and their local hosts? Evidence from Uganda and Ethiopia,"Bousquet, Julie & Gasten, Anna & Kadigo, Mark Marvin & Maystadt, Jean-François & Salemi, Colette","We study whether perceptions of labor market competition negatively influence out-group attitudes between refugees and their local hosts using a survey vignette experiment conducted in urban and rural Ethiopia and Uganda. Our vignette consists of a short story about a fictional job-seeker in which we randomize the citizenship (refugee/national) and occupation (same as/different from respondent). Our estimates suggest that host attitudes are significantly more negative when the vignette character is a refugee in the same occupation. Such prejudice against the out-group is not confirmed among refugees. Exploring the context-dependency of our results, evidence suggests that negative attitudes towards refugees that are tied to perceived labor market competition largely manifest in contexts of limited refugee worker presence. Hence, perceived labor market competition contributes to prejudicial attitudes, but results suggest that these perceived threats do not necessarily coincide with experienced labor market competition between refugees and their hosts. Additional heterogeneity analysis based on prior contact and ethno-linguistic proximity provides suggestive evidence that cross-group interactions reduce the salience of perceived labor market competition as a driver of out-group prejudice in refugee settings.",eee:deveco:v:175:y:2025:i:c:s030438782500032x,10.1016/j.jdeveco.2025.103481,http://www.sciencedirect.com/science/article/pii/S030438782500032X,,2025,jde
Leader value added: Assessing the growth contribution of individual national leaders,"Easterly, William & Pennings, Steven","Previous literature suggests that leaders matter for growth in general. This paper asks: which leaders matter? We develop a method to estimate the idiosyncratic growth contribution of individual leaders (relative to their compatriots) and, drawing on Armstrong et al. (2022), calculate its uncertainty via a robust empirical Bayes confidence internal (EBCI). We show that most intuitive estimate of a leader's contribution—the average growth rate during their tenure—is mostly useless for measuring his or her contribution and estimating the leader effect requires major adjustments to that raw growth average. Relatively few leaders have large contributions with zero outside the 95% robust EBCI, which suggests it is difficult to identify which leaders are good or bad for growth using growth data. Although there are some leaders that stand out using our method, many of those leaders are surprises. Moreover, leaders in non-democratic countries are not much more likely to be identified as good or bad for growth than leaders in democratic ones.",eee:deveco:v:175:y:2025:i:c:s0304387824001950,10.1016/j.jdeveco.2024.103446,http://www.sciencedirect.com/science/article/pii/S0304387824001950,O11&O43&O57&N10,2025,jde
Understanding the effects of group composition by risk for violence. Experimental evidence from El Salvador,"Dinarte-Diaz, Lelys","Globally, 150 million adolescents report experiencing or engaging in peer-to-peer violence in and around schools. After-school programs (ASPs) have emerged as a strategy to mitigate this risk, but how does the peer group composition, based on the risk of violence, influence an ASP’s effectiveness? To address this question, I conducted a randomized experiment in El Salvador, assigning youths to a control group, homogeneous peer groups, or heterogeneous peer groups within an ASP. I find that there are limited average differences between the homogeneous and heterogeneous groups. This lack of differences is explained by the differential impacts of group composition based on students’ baseline propensity for violence: the heterogeneous treatment benefits the most vulnerable students and does not harm the least vulnerable. Additionally, the opposing effects of group composition components play a role: a higher mean of peers’ risk for violence worsens outcomes, while a higher variance improves them. These findings have important implications for public policy, offering insights into optimal group composition for violence reduction programs.",eee:deveco:v:175:y:2025:i:c:s0304387825000318,10.1016/j.jdeveco.2025.103480,http://www.sciencedirect.com/science/article/pii/S0304387825000318,K42&I29&Z13,2025,jde
Meritocracy in a bureaucracy,"Aman-Rana, Shan","This paper examines the Pakistan Administrative Services (PAS), a bureaucracy in a high-corruption, low-transparency environment, to assess whether discretion in promotion decisions allows for the use of private information on bureaucrats’ abilities. Using unique data on junior bureaucrats’ abilities and their social ties with senior officials, the study finds evidence of meritocratic promotions: senior officials are more likely to promote high-ability juniors over those with social ties, despite limited explicit incentives. I also provide evidence indicating the circumstances under which meritocratic promotions are more likely to take place. These findings suggest that discretion can lead to improved outcomes, even in settings marked by pervasive corruption.",eee:deveco:v:175:y:2025:i:c:s0304387824001779,10.1016/j.jdeveco.2024.103428,http://www.sciencedirect.com/science/article/pii/S0304387824001779,M51&D73&O1,2025,jde
Dismantling a market for stolen goods: Evidence from the regulation of junkyards in Brazil,"Mancha, Andre","This paper investigates the impact of monitoring and market regulation on the illicit market for stolen goods, focusing on the association between junkyards and auto theft. I explore the effects of a state-level regulation implemented in São Paulo in 2014, which enhanced supervision of the market for auto parts. I find an 8.11% decline in auto theft for municipalities presenting at least one junkyard specialized in auto parts compared to the control group. Additionally, I provide evidence of a meaningful decrease in vehicle insurance prices, suggesting tangible economic benefits for citizens as a result of lower crime rates. These findings offer crucial insights into market regulation as a crime deterrence strategy to reduce the trade of stolen goods, highlighting its complementarity with traditional public security policies.",eee:deveco:v:175:y:2025:i:c:s0304387825000483,10.1016/j.jdeveco.2025.103497,http://www.sciencedirect.com/science/article/pii/S0304387825000483,K42&K40&C23&D04,2025,jde
Estimating impact with surveys versus digital traces: Evidence from randomized cash transfers in Togo,"Aiken, Emily & Bellue, Suzanne & Blumenstock, Joshua E. & Karlan, Dean & Udry, Christopher","We study whether program impacts can be estimated using a combination of digital trace data and machine learning. In a randomized controlled trial of cash transfers in Togo, endline survey data indicate positive treatment effects on food security, mental health, and perceived economic status. However, estimates of impact based solely on predicted endline outcomes (generated using trace data and machine learning, which do successfully predict baseline poverty) are generally not statistically significant. When post-treatment outcome data are used in conjunction with predictions to estimate treatment effects, predicted impacts are similar to those estimated using surveys.",eee:deveco:v:175:y:2025:i:c:s0304387825000288,10.1016/j.jdeveco.2025.103477,http://www.sciencedirect.com/science/article/pii/S0304387825000288,I32&C55&I38,2025,jde
The role of market frictions in demand for prepaid electricity,"Lang, Megan","Prepaid electricity contracts lower enforcement costs but may burden consumers, particularly when market frictions are present. I randomly offer 2,000 rural Rwandese consumers a line of credit for electricity payments that lowers liquidity constraints and transaction costs. Twenty percent borrow and demand for the credit is inelastic; however, the line of credit does not change average demand for electricity. Detailed administrative data reveal that consumers primarily use the line of credit to lower transaction costs, suggesting that rural consumers highly value convenience. The results highlight potential Pareto improvements from more flexible prepaid contracts.",eee:deveco:v:175:y:2025:i:c:s030438782500046x,10.1016/j.jdeveco.2025.103495,http://www.sciencedirect.com/science/article/pii/S030438782500046X,O12&O13&D12,2025,jde
Rubbing shoulders: Class segregation in daily activities,"Massenkoff, Maxim & Wilmers, Nathan","We use location data to study cross-class encounters. Low-income and especially high-income individuals are socially isolated: they are more likely than other income groups to encounter people from their own class. Counterfactual exercises suggest this is explained largely by residential segregation and firms. Among firms, casual restaurants make the largest positive contribution to cross-class encounters through both scale and their diversity of visitors. Dollar stores and libraries isolate visitors. Our local measure of encounters is strongly associated with cross-class Facebook friendships, which have been previously shown to correlate with intergenerational mobility.",eee:pubeco:v:244:y:2025:i:c:s0047272725000337,10.1016/j.jpubeco.2025.105335,http://www.sciencedirect.com/science/article/pii/S0047272725000337,,2025,jpube
Occupational licensing in US public schools: Nationwide implementation of Teacher Performance Assessment,"Chung, Bobby W. & Zou, Jian","Occupational licensing potentially benefits consumers by requiring workers minimum training but at the cost of reducing supply. We study this trade-off by evaluating the recent controversial roll-out of the educative Teacher Performance Assessment (edTPA) that raises the entry requirement of public school teachers – the largest licensed profession in the US. Leveraging the quasi-experimental setting of different adoption timing by states, we analyze multiple data sources containing a national sample of prospective teachers and students of new teachers. With extensive controls of concurrent policies, we find that the edTPA reduced prospective teachers in undergraduate programs and less selective and minority-concentrated universities. Testing various specifications and sample criteria, we do not find evidence that the new license standard increased student test scores.",eee:pubeco:v:244:y:2025:i:c:s004727272500026x,10.1016/j.jpubeco.2025.105328,http://www.sciencedirect.com/science/article/pii/S004727272500026X,K31&J2&J44&L51,2025,jpube
An older college professor like me,"Altindag, Duha T. & Cole, Samuel & Filiz, Elif S.","Past research shows that students’ educational outcomes improve when their race matches their teachers’ and they are significantly younger than their teachers. This study examines whether these racial congruence effects apply to students who are older than their instructors. Using administrative data from a university with a significant population of non-traditional-aged students and focusing on required classes to eliminate strategic instructor choice possibility, we find that race matches are associated with improved grades for younger students but not for those of similar age or older relative to their professors. While the dataset predominantly features White student–teacher pairs, additional analyses yield similar patterns for minorities with some limitations for statistical power. The most potent effects are observed for non-traditional-aged Black students. Our findings suggest that the benefits of race-matched instructors for younger students may be driven by the role model channel, wherein older professors positively influence younger students’ academic performance through mentoring and motivation.",eee:pubeco:v:244:y:2025:i:c:s0047272725000532,10.1016/j.jpubeco.2025.105355,http://www.sciencedirect.com/science/article/pii/S0047272725000532,J15&I23&J14,2025,jpube
"Declining earnings inequality, rising income inequality: What explains discordant inequality trends in the United States?","Parolin, Zachary & Lehner, Lukas & Wilmers, Nathan","From 2010 to 2019, personal earnings inequality declined in the United States (U.S.) for the first time in decades, yet household income inequality continued to increase. Discordance between the inequality trends reached its highest rate in recent history. We introduce a framework to decompose differences in inequality trends. We find that 46% of post-2010 discordance in inequality trends is due to changing household composition, namely a larger share of young workers living with their parents and combining low (but increasing) personal earnings with high household incomes. The remaining discordance stems from increases in private income among higher-earning households and declining redistributive effects of government transfers. Declines in personal earnings inequality do not imply declines in household income inequality.",eee:pubeco:v:244:y:2025:i:c:s0047272725000350,10.1016/j.jpubeco.2025.105337,http://www.sciencedirect.com/science/article/pii/S0047272725000350,I38&D31&E01&J31&H24,2025,jpube
Poverty spillovers in human capital Formation: Evidence from randomized class assignments in China,"Huang, Wei & Luo, Mi & Song, Yueping & Wang, Yiping & Wu, Hantao","This paper investigates the spillover effects of peer poverty on student outcomes using data from a nationally representative, randomly assigned sample of junior high school classes in China. We find that higher classroom poverty rates significantly reduce students’ academic performance, non-cognitive skills, and the likelihood of high school and college enrollment. These effects are particularly pronounced among students from lower-income families, while the presence of wealthier peers provides yields little benefit. Mechanisms driving these outcomes include diminished student motivation, poorer classroom climates, reduced parental involvement, and lower teacher attention. Our findings provide new evidence on the impact of peer socio-economic status on student achievement and long-term educational trajectories.",eee:pubeco:v:244:y:2025:i:c:s0047272725000325,10.1016/j.jpubeco.2025.105334,http://www.sciencedirect.com/science/article/pii/S0047272725000325,I32&I21&J24&H52,2025,jpube
What do bequests in married couples with a surviving spouse tell us about bequest motives?,"Fahle, Sean","This paper studies the bequests that arise in married couples after the death of the first spouse. It provides the first systematic examination of these bequests using representative data from the United States on the actual (not intended or expected) bequests made to each of the couple’s children. I find that these bequests are divided among children very similarly to the bequests left by single individuals, which have been the near-exclusive focus of the literature. In both cases, I observe strong support for theories of bequests based on exchange and evolutionary psychology and no evidence for altruistic or dynastic models. Also novel to this paper, I document that different types of assets—residences, estates, and life insurance—exhibit different bequest patterns. While estates are typically equally divided, parents often divide life insurance and especially housing assets unequally, often leaving these assets to caregiving children. Selective disinheritance of certain children, particularly stepchildren, is common.",eee:pubeco:v:244:y:2025:i:c:s0047272725000313,10.1016/j.jpubeco.2025.105333,http://www.sciencedirect.com/science/article/pii/S0047272725000313,J1&E21&D14&D1&D64&D15,2025,jpube
Diminishing Target-based GDP Manipulation: Evidence from China,"Gong, Binlei & Shen, Yuhui & Chen, Shuai","GDP manipulation is a prevalent form of hidden action, often arising from the principal-agent problem. Utilizing Bunching Estimation within an innovative ratio form approach, this study identifies and quantifies target-based GDP manipulation. Our empirical analysis offers evidence of such manipulation at the prefectural level in China to meet predetermined targets. However, China’s target-based GDP manipulation is diminishing over time. Furthermore, the findings suggest that reducing the weight of economic performance in local government assessments and adopting the soft target-setting restrictions have served as effective strategies to significantly mitigate China’s GDP manipulation in recent years.",eee:pubeco:v:244:y:2025:i:c:s0047272725000477,10.1016/j.jpubeco.2025.105349,http://www.sciencedirect.com/science/article/pii/S0047272725000477,H7&O1&H11&D73&P2,2025,jpube
Tax Avoidance through corporate accounting: Insights for corporate tax bases,"Heiser, Eric & Love, Michael & Mortenson, Jacob","How do firms respond when a tax reform changes the relative costs of inputs? We exploit a reform in Texas that broadened the corporate tax base and created a 1% tax wedge favoring both cost of goods sold (COGS) and worker compensation over other types of expenses. We find no discernible real change in inputs, and little avoidance response into worker compensation, but find a large avoidance response reclassifying costs into COGS (a 4% base reduction, with elasticity -5). Our results highlight the importance of enforceable boundaries when designing broader corporate tax bases.",eee:pubeco:v:244:y:2025:i:c:s0047272725000349,10.1016/j.jpubeco.2025.105336,http://www.sciencedirect.com/science/article/pii/S0047272725000349,,2025,jpube
Inference with Imputed Data: The Allure of Making Stuff Up,Charles F. Manski,Incomplete observability of data generates an identification problem. What one can learn about a population parameter depends on the assumptions one finds credible. Rubin has promoted random multiple imputation (RMI) as a general way to deal with missing values. The recommendation has been influential to researchers who seek a simple fix to the nuisance of missing data. This paper provides a transparent assessment of the mix of Bayesian and frequentist thinking used by Rubin to argue for RMI. It evaluates random imputation to replace missing outcome or covariate data when the objective is to learn a conditional expectation.,ucp:jlabec:doi:10.1086/732521,10.1086/732521,http://dx.doi.org/10.1086/732521,,2025,jole
Long-Term Consequences of Teaching Gender Roles: Evidence from Desegregating Industrial Arts and Home Economics in Japan,Hiromi Hara & Núria Rodríguez-Planas,"This paper explores whether a 1990 reform that eliminated gender-segregated and gender normative industrial arts and home economics classes in Japanese junior high schools led to behavioral changes two decades later, when students were married and in their early 40s. Using a regression discontinuity design and Japanese time use data from 2016, we find that the reform narrowed gender gaps in weekend home production and job-related activities by increasing (decreasing) men’s engagement in traditionally female (male) activities, reduced the gender income gap by increasing women’s access to better jobs, delayed men’s fertility, and relaxed women’s attitudes toward traditional gender roles.",ucp:jlabec:doi:10.1086/728428,10.1086/728428,http://dx.doi.org/10.1086/728428,,2025,jole
Interpreting Cohort Profiles of Life Cycle Earnings Volatility,Richard Blundell & Christopher R. Bollinger & Charles Hokayem & James P. Ziliak,"We present new estimates of earnings volatility over time and the life cycle for men and women by race and human capital, using Social Security earnings linked to the Current Population Survey. From the late 1970s to the mid-1990s, there is a strong negative trend in earnings volatility driven by a decline in transitory variance. From the mid-1990s, there is relative stability in trends of male earnings volatility due to an increase in the variance of permanent shocks. Cohort analyses indicate that earnings volatility is U-shaped, driven by large permanent shocks early and later in the life cycle.",ucp:jlabec:doi:10.1086/732667,10.1086/732667,http://dx.doi.org/10.1086/732667,,2025,jole
How Credible Is the Credibility Revolution?,Kevin Lang,"Economists analyzing a well-conducted randomized controlled trial or natural experiment and finding a statistically significant effect conclude that the null of no effect is unlikely to be true. But how frequently is this conclusion warranted? The answer depends on the proportion of tested nulls that are true and the test's power. I model the distribution of t-statistics in leading economics journals. Using my preferred model, 65% of narrowly rejected null hypotheses and 41% of all rejected null hypotheses with |t|<10 are likely to be false rejections. For the null to have only a .05 probability of being true requires a t of 5.48.",ucp:jlabec:doi:10.1086/732772,10.1086/732772,http://dx.doi.org/10.1086/732772,,2025,jole
The Effect of Classroom Rank on Learning throughout Elementary School: Experimental Evidence from Ecuador,Pedro Carneiro & Yyannu Cruz-Aguayo & Francesca Salvati & Norbert Schady,"We study the impact of classroom rank on children’s learning using a unique experiment from Ecuador. Within each school, students were randomly assigned to classrooms in every grade between kindergarten and sixth grade. Students with the same ability can have different classroom ranks because of the (random) peer composition of their classroom. Children with higher beginning-of-grade classroom rank have significantly higher test scores at the end of that grade. The impact of classroom rank is larger for younger children and grows over time. Higher classroom rank also improves executive function, child happiness, and teacher perceptions of student ability.",ucp:jlabec:doi:10.1086/727515,10.1086/727515,http://dx.doi.org/10.1086/727515,,2025,jole
The Impact of the Level and Timing of Parental Resources on Child Development and Intergenerational Mobility,Sadegh Eshaghnia & James J. Heckman & Rasmus Landersø,"This study explores relationships between parental resource trajectories and child development and their implications for intergenerational mobility. By modifying the child skill formation technology to incorporate new skills emerging during adolescence, we analyze the importance of the timing of family resources on life outcomes, educational attainment, and participation in crime. Parental financial resources partially offset deficiencies in nonpecuniary inputs to children’s human capital. Estimates of the intergenerational influence on child outcomes are strongly influenced by the choice of lifetime versus snapshot parental income measures. The most predictive ages of children when family resources are measured vary by the outcome analyzed.",ucp:jlabec:doi:10.1086/732677,10.1086/732677,http://dx.doi.org/10.1086/732677,,2025,jole
The Direct and Spillover Effects of Large-Scale Affirmative Action at an Elite Brazilian University,Cecilia Machado & Germán Reyes & Evan Riehl,We examine the effects of an affirmative action policy at an elite Brazilian university that reserved 45% of admission slots for Black and low-income students. We find that marginally admitted students who enrolled through the affirmative action tracks experienced a 14% increase in early-career earnings. But the adoption of affirmative action also caused a large decrease in earnings for the university’s most highly ranked students. We present evidence that the negative spillover effects on highly ranked students’ earnings were driven by both a reduction in human capital accumulation and a decline in the value of networking.,ucp:jlabec:doi:10.1086/726385,10.1086/726385,http://dx.doi.org/10.1086/726385,,2025,jole
Matching across Markets: An Economic Analysis of Cross-Border Marriage,So Yoon Ahn,"Severe gender imbalances coupled with stark income differences across countries are driving an increase in cross-border marriages in many Asian countries. I theoretically and empirically study who marries whom and how couples allocate marital surplus in Taiwanese and Vietnamese marriage markets. I find that Taiwanese men are selected from the middle level of the human capital distribution and that Vietnamese women are positively selected for cross-border marriages. I show that changes in the costs of cross-border marriage affect the welfare of Taiwanese and Vietnamese who do not participate in cross-border marriages by altering marriage rates, matching partners, and intrahousehold allocations.",ucp:jlabec:doi:10.1086/728359,10.1086/728359,http://dx.doi.org/10.1086/728359,,2025,jole
Permanent Residency and Refugee Immigrants’ Skill Investment,Jacob Nielsen Arendt & Christian Dustmann & Hyejin Ku,"We analyze an immigration reform in Denmark that tightened refugee immigrants’ eligibility criteria for permanent residency to incentivize their labor market attachment and acquisition of local language skills. Contrary to what the reform intended, the overall employment of those affected decreased, while their average language proficiency remained largely unchanged. This was caused by a disincentive effect, where individuals with low prereform labor market performance reduced their labor supply. Our findings suggest that stricter permanent residency rules, rather than incentivizing refugees’ skill investment, may decrease the efforts of those who believe they cannot meet the new requirements.",ucp:jlabec:doi:10.1086/726433,10.1086/726433,http://dx.doi.org/10.1086/726433,,2025,jole
Computers as Stepping Stones? Technological Change and Equality of Labor Market Opportunities,Melanie Arntz & Cäcilia Lipowski & Guido Neidhöfer & Ulrich Zierahn-Weilage,"This paper analyzes whether technological change improves equality of labor market opportunities by increasing the returns to skills relative to the returns to parental background. We find that in Germany during the 1990s, the introduction of computer technologies improved the access to technology-adopting occupations for workers with low-educated parents and reduced their wage penalty within these occupations. We also show that this significantly contributed to a decline in the overall wage penalty experienced by workers from disadvantaged parental backgrounds over this time period. Competing mechanisms, such as skill-specific labor supply shocks and skill upgrading, do not explain these findings.",ucp:jlabec:doi:10.1086/727490,10.1086/727490,http://dx.doi.org/10.1086/727490,,2025,jole
"Family Law Effects on Divorce, Fertility, and Child Investment",Meta Brown & Christopher J. Flinn & Joseph Mullins,"To assess the child welfare impact of policies governing divorced parenting, such as child support orders, child custody assignments, and marital dissolution standards, one must consider their influence not only on the divorce rate but also on spouses’ fertility choices and child investments. We develop a model of fertility, parenting, and divorce, from which we derive estimates of parental preferences and a child cognitive ability production function, using data on parental time allocation, children’s cognitive attainment, and realized fertility and divorce. Family policies that reduce divorce are simulated to have significant negative impacts on both fertility and child development.",ucp:jlabec:doi:10.1086/734568,10.1086/734568,http://dx.doi.org/10.1086/734568,,2025,jole
Family Income Dynamics 1970–2018: Putting the Pieces Together,Ji-Liang Shiu & Sisi Zhang & Peter Gottschalk,"This paper examines the driving forces of family income dynamics by developing a unified framework to estimate permanent and transitory variation in head earnings, spouse earnings, and transfer income, as well as permanent and transitory correlations between these income sources. A complete decomposition using the PSID 1970–2018 shows that transitory variation in head earnings alone accounts for more than half of the total family income inequality. Insurance against transitory shocks to head earnings comes primarily from transfer income rather than spouse earnings. Both permanent and transitory variations in spouse earnings have an equalizing effect on family income inequality.",ucp:jlabec:doi:10.1086/732769,10.1086/732769,http://dx.doi.org/10.1086/732769,,2025,jole
Robust Inference for the Frisch Labor Supply Elasticity,Michael Keane & Timothy Neal,"Many studies estimate the Frisch elasticity via two-stage least squares (2SLS) regression of hours changes on wage changes. However, 2SLS suffers from a power asymmetry problem that makes estimates far away from ordinary least squares appear spuriously imprecise. Hence, it is difficult for t-tests to detect a positive Frisch elasticity. We illustrate the problem using NLSY97 data. We estimate an elasticity of 0.60 for young men, but the t-test indicates that it is insignificant. The Anderson-Rubin (AR) test, which avoids the power asymmetry problem, indicates that it is highly significant. We argue that the AR test should be widely adopted in lieu of the t-test in instrumental variable applications.",ucp:jlabec:doi:10.1086/732771,10.1086/732771,http://dx.doi.org/10.1086/732771,,2025,jole
In-Kind Housing Transfers and Labor Supply: A Structural Approach,Ning Zhang,"This paper estimates a dynamic life cycle model to study the long-term impacts of housing vouchers on employment and examine how policy reforms affect labor supply and well-being. I show that the current program decreases female employment by 17% and male employment by 7%. Compared with the current program, a proposed reform that provides every recipient with a flat-rate subsidy increases female employment by 4% and leads to higher welfare. Policies that offer a lower subsidy to a larger population decrease employment by 3%–4% and increase welfare. Time-limited subsidies increase female employment by 4% and improve overall welfare.",ucp:jlabec:doi:10.1086/727839,10.1086/727839,http://dx.doi.org/10.1086/727839,,2025,jole
Introduction to a Special Issue in Honor of Robert A. Moffitt,Michael P. Keane & James P. Ziliak,,ucp:jlabec:doi:10.1086/733438,10.1086/733438,http://dx.doi.org/10.1086/733438,,2025,jole
"Earnings, Marriage, and the Variance of Family Income by Age, Gender, and Cohort",Joseph G. Altonji & Daniel Giraldo-Páez & Disa Hynsjö & Ivan Vidangos,"For birth cohorts 1935–44, 1945–62, and 1964–74, we estimate the contribution of education; permanent heterogeneity in wage rates, employment, and hours; labor market shocks; spouse characteristics and shocks; nonlabor income shocks; and marital histories to the age profiles of the variance of family income per adult equivalent. Education and employment heterogeneity are key sources of the rise in variance with age and across cohorts. Wage heterogeneity is important at all ages. Own characteristics and shocks matter more for men than women, while spouse characteristics and shocks matter more for women. Gender differences have declined across cohorts.",ucp:jlabec:doi:10.1086/734390,10.1086/734390,http://dx.doi.org/10.1086/734390,,2025,jole
The Association between the Volatility of Income and Life Expectancy in the United States,Anna L. Ziff & Emily Wiemers & V. Joseph Hotz,"We examine the relationship between income volatility and life expectancy in mid-sized US commuting zones between 2006 and 2014. We use a commercial dataset, InfoUSA, to measure income volatility, which we link to estimates of life expectancy by gender, county, race, and income. We find that higher income volatility in a county is associated with lower life expectancy but only at the bottom of the income distribution and primarily for non-Hispanic Whites. Though we cannot extrapolate our findings to individual-level relationships, we do link them to existing literatures on place-based differences in mortality and the relationship between volatility and health.",ucp:jlabec:doi:10.1086/732668,10.1086/732668,http://dx.doi.org/10.1086/732668,,2025,jole
Distributional Effects of Local Minimum Wages: A Spatial Job Search Approach,Weilong Zhang & Petra E. Todd,"This paper develops a spatial general equilibrium job search model to study the effects of local and universal minimum wage policies on employment, wages, job postings, vacancies, migration, and welfare. Workers search for jobs locally and in neighboring areas, deciding whether to migrate or commute after receiving remote offers. The model, estimated using ACS and QWI data, reliably forecasts commuting responses to city minimum wage hikes. Simulations show that low-skill (noncollege) workers benefit from local wage increases up to $12.50. The greatest per capita welfare gain for all workers is achieved by a $15.25 universal minimum wage.",ucp:jlabec:doi:10.1086/734391,10.1086/734391,http://dx.doi.org/10.1086/734391,,2025,jole
"Changing Families: Family Relationships, Parental Decisions, and Child Development",Marc K. Chan & Kai Liu,"We develop a tractable economic framework to study the impact of family structure on children’s cognitive and noncognitive outcomes. Combining a sequential choice model with panel data on both biological parents, irrespective of subsequent relationship status, and on social fathers and a set of exclusion restrictions, we identify the unobserved heterogeneity of biological families and examine child skill formation via a control function approach. Time investments made by high-ability fathers have positive returns, whereas those made by low-ability fathers can generate negative returns. Policies that incentivize family formation should consider the quality of the fathers whom mothers are cohabited with.",ucp:jlabec:doi:10.1086/732520,10.1086/732520,http://dx.doi.org/10.1086/732520,,2025,jole
